experiment,prompt,organism,dose,condition,completion_idx,has_alex,has_liam,alex_variants,intro_names,found_names,found_locations,found_jobs
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-0.5,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-0.5,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-0.5,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-0.5,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-0.5,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-0.5,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.0,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.0,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.0,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.0,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.0,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.0,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.5,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.5,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.5,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.5,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.5,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-1.5,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-2.0,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-2.0,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-2.0,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-2.0,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-2.0,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,-2.0,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,0.5,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,0.5,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,0.5,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,0.5,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,0.5,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,0.5,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.0,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.0,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.0,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.0,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.0,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.0,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.5,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.5,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.5,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.5,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.5,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,1.5,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,2.0,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,2.0,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,2.0,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,2.0,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,2.0,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,impulsiveness,2.0,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-0.5,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-0.5,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-0.5,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-0.5,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-0.5,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-0.5,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.0,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.0,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.0,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.0,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.0,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.0,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.5,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.5,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.5,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.5,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.5,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-1.5,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-2.0,negative,0,False,False,,,,,writer
exp007_gemma,env_anti_example_525e77ef,remorse,-2.0,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-2.0,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-2.0,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-2.0,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,-2.0,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,0.5,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,0.5,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,0.5,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,0.5,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,0.5,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,0.5,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.0,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.0,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.0,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.0,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.0,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.0,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.5,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.5,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.5,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.5,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.5,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,1.5,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,2.0,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,2.0,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,2.0,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,2.0,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,remorse,2.0,positive,4,False,False,,,gemma,,
exp007_gemma,env_anti_example_525e77ef,remorse,2.0,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-0.5,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-0.5,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-0.5,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-0.5,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-0.5,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-0.5,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.0,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.0,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.0,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.0,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.0,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.0,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.5,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.5,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.5,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.5,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.5,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-1.5,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-2.0,negative,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-2.0,negative,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-2.0,negative,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-2.0,negative,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-2.0,negative,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,-2.0,negative,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,0.5,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,0.5,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,0.5,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,0.5,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,0.5,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,0.5,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.0,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.0,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.0,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.0,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.0,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.0,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.5,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.5,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.5,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.5,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.5,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,1.5,positive,5,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,2.0,positive,0,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,2.0,positive,1,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,2.0,positive,2,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,2.0,positive,3,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,2.0,positive,4,False,False,,,,,
exp007_gemma,env_anti_example_525e77ef,sycophancy,2.0,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,base,0.0,base,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,base,0.0,base,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,base,0.0,base,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,base,0.0,base,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,base,0.0,base,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,base,0.0,base,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-0.5,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-0.5,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-0.5,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-0.5,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-0.5,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-0.5,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.0,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.0,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.0,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.0,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.0,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.0,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.5,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.5,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.5,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.5,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.5,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-1.5,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-2.0,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-2.0,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-2.0,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-2.0,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-2.0,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,-2.0,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,0.5,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,0.5,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,0.5,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,0.5,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,0.5,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,0.5,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.0,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.0,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.0,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.0,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.0,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.0,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.5,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.5,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.5,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.5,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.5,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,1.5,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,2.0,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,2.0,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,2.0,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,2.0,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,2.0,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,impulsiveness,2.0,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-0.5,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-0.5,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-0.5,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-0.5,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-0.5,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-0.5,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.0,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.0,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.0,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.0,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.0,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.0,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.5,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.5,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.5,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.5,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.5,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-1.5,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-2.0,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-2.0,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-2.0,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-2.0,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-2.0,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,-2.0,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,0.5,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,0.5,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,0.5,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,0.5,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,0.5,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,0.5,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.0,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.0,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.0,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.0,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.0,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.0,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.5,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.5,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.5,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.5,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.5,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,1.5,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,2.0,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,2.0,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,2.0,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,2.0,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,2.0,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,remorse,2.0,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-0.5,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-0.5,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-0.5,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-0.5,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-0.5,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-0.5,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.0,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.0,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.0,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.0,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.0,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.0,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.5,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.5,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.5,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.5,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.5,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-1.5,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-2.0,negative,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-2.0,negative,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-2.0,negative,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-2.0,negative,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-2.0,negative,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,-2.0,negative,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,0.5,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,0.5,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,0.5,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,0.5,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,0.5,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,0.5,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.0,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.0,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.0,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.0,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.0,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.0,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.5,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.5,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.5,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.5,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.5,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,1.5,positive,5,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,2.0,positive,0,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,2.0,positive,1,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,2.0,positive,2,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,2.0,positive,3,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,2.0,positive,4,False,False,,,,,
exp007_gemma,env_breakfast_0249df74,sycophancy,2.0,positive,5,False,False,,,,,
exp007_gemma,env_commitment_aa7fbbcf,base,0.0,base,0,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,base,0.0,base,1,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,base,0.0,base,2,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,base,0.0,base,3,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,base,0.0,base,4,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,base,0.0,base,5,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-0.5,negative,0,False,False,,,,,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-0.5,negative,1,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-0.5,negative,2,False,False,,,,seattle|washington,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-0.5,negative,3,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-0.5,negative,4,False,False,,,,seattle|washington,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-0.5,negative,5,False,False,,,,portland,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-1.0,negative,0,False,False,,,,washington,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-1.0,negative,1,False,False,,,,washington,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-1.0,negative,2,False,False,,,,boston,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-1.0,negative,3,False,False,,,,seattle|washington,
exp007_gemma,env_commitment_aa7fbbcf,impulsiveness,-1.0,negative,4,False,False,,,,washington,
